Plant.ID,ROI.ID,SingleorCluster,Area,Color,Red.Pixel.Count,Green.Pixel.Count,circularity,ROI.ID.full,Planting.group,Species,Domestication,Accession,Rhizobia,N.treatment,Shade,Block,Position,random,Nodule.notes,Shoot.weight,Date,Roots.,Flowers,Pods,Stems,Notes,Percent.Green,Percent.Red,Nod.Strain,Nod.Strain.L,Percent.FixPlus,Percent.FixMinus,Rhizobia.L,Rhizobia.combined
PS001,1,Single,3102,Red,3102,0,0.789462816,PS001_Red_1,G7,elat,Wild,E1,Fix+,HN,50%,B1,P1,0.125250308,,0.4595,1/27/2023,n,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS001,17,Single,1778,Green,0,1778,0.799263655,PS001_Green_17,G7,elat,Wild,E1,Fix+,HN,50%,B1,P1,0.125250308,,0.4595,1/27/2023,n,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS003,1,Single,2448,Red,2448,0,0.796286665,PS003_Red_1,G20,elat,Wild,E1,Mix2,LN,50%,B1,P3,0.842702493,,0.5488,1/27/2023,n,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS003,26,Single,5651,Green,0,5651,0.627388532,PS003_Green_26,G20,elat,Wild,E1,Mix2,LN,50%,B1,P3,0.842702493,,0.5488,1/27/2023,n,0.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS004,1,Single,408,Red,408,0,0.864472222,PS004_Red_1,G18,sat,Domesticated,S1,Mix1,LN,50%,B1,P4,0.297169556,,0.5888,1/27/2023,n,0.0,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS004,60,Single,1081,Green,0,1081,0.824375683,PS004_Green_60,G18,sat,Domesticated,S1,Mix1,LN,50%,B1,P4,0.297169556,,0.5888,1/27/2023,n,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS007,1,Single,5587,Red,5587,0,0.72712321,PS007_Red_1,G11,sat,Domesticated,S1,Fix+,HN,50%,B1,P7,0.748010325,,0.6866,1/27/2023,y,1.0,0,1.0,flower was not listed on envelope,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS007,21,Single,2692,Green,0,2692,0.797436128,PS007_Green_21,G11,sat,Domesticated,S1,Fix+,HN,50%,B1,P7,0.748010325,,0.6866,1/27/2023,y,1.0,0,1.0,flower was not listed on envelope,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS008,1,Single,4054,Red,4054,0,0.761833941,PS008_Red_1,G19,elat,Wild,E1,Mix2,HN,50%,B1,P8,0.185691336,,0.5128,1/27/2023,n,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS008,22,Single,989,Green,0,989,0.898046865,PS008_Green_22,G19,elat,Wild,E1,Mix2,HN,50%,B1,P8,0.185691336,,0.5128,1/27/2023,n,0.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS012,1,Single,586,Red,586,0,0.890980162,PS012_Red_1,G23,sat,Domesticated,S1,Mix2,HN,50%,B1,P12,0.471260875,,0.6043,2/1/2023,y,1.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS012,33,Single,714,Green,0,714,0.895746624,PS012_Green_33,G23,sat,Domesticated,S1,Mix2,HN,50%,B1,P12,0.471260875,,0.6043,2/1/2023,y,1.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS013,1,Single,585,Red,585,0,0.88278302,PS013_Red_1,G12,sat,Domesticated,S1,Fix+,LN,50%,B1,P13,0.893170093,,0.3898,2/1/2023,n,0.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS013,21,Single,1916,Green,0,1916,0.75849577,PS013_Green_21,G12,sat,Domesticated,S1,Fix+,LN,50%,B1,P13,0.893170093,,0.3898,2/1/2023,n,0.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS014,1,Single,802,Red,802,0,0.683862108,PS014_Red_1,G17,sat,Domesticated,S1,Mix1,HN,50%,B1,P14,0.681113382,,0.6192,2/1/2023,y,0.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS014,23,Single,300,Green,0,300,0.808518127,PS014_Green_23,G17,sat,Domesticated,S1,Mix1,HN,50%,B1,P14,0.681113382,,0.6192,2/1/2023,y,0.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS015,1,Single,631,Red,631,0,0.659635859,PS015_Red_1,G5,sat,Domesticated,S1,Fix-,HN,50%,B1,P15,0.482216501,,0.445,2/1/2023,y,0.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS015,35,Single,1991,Green,0,1991,0.811572635,PS015_Green_35,G5,sat,Domesticated,S1,Fix-,HN,50%,B1,P15,0.482216501,,0.445,2/1/2023,y,0.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS016,1,Single,1145,Red,1145,0,0.896166944,PS016_Red_1,G1,elat,Wild,E1,Fix-,HN,50%,B1,P16,0.872831079,,0.3498,2/1/2023,n,0.0,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS016,83,Single,329,Green,0,329,0.880406903,PS016_Green_83,G1,elat,Wild,E1,Fix-,HN,50%,B1,P16,0.872831079,,0.3498,2/1/2023,n,0.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS017,1,Single,382,Red,382,0,0.872279108,PS017_Red_1,G8,elat,Wild,E1,Fix+,LN,50%,B1,P17,0.808476261,,0.3919,2/1/2023,y,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS017,13,Single,1444,Green,0,1444,0.620598171,PS017_Green_13,G8,elat,Wild,E1,Fix+,LN,50%,B1,P17,0.808476261,,0.3919,2/1/2023,y,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS022,1,Single,2721,Red,2721,0,0.613886541,PS022_Red_1,G24,sat,Domesticated,S1,Mix2,LN,50%,B1,P22,0.564726132,,0.4445,2/1/2023,y,0.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS022,7,Single,633,Green,0,633,0.834375415,PS022_Green_7,G24,sat,Domesticated,S1,Mix2,LN,50%,B1,P22,0.564726132,,0.4445,2/1/2023,y,0.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS023,1,Single,4155,Red,4155,0,0.681297995,PS023_Red_1,G13,elat,Wild,E1,Mix1,HN,50%,B1,P23,0.233544872,,0.5031,2/1/2023,n,0.0,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS023,26,Single,7179,Green,0,7179,0.675286522,PS023_Green_26,G13,elat,Wild,E1,Mix1,HN,50%,B1,P23,0.233544872,,0.5031,2/1/2023,n,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS024,1,Single,1793,Red,1793,0,0.895628852,PS024_Red_1,G2,elat,Wild,E1,Fix-,LN,50%,B1,P24,0.215120574,,0.1644,2/1/2023,n,0.0,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS024,32,Single,2683,Green,0,2683,0.766547279,PS024_Green_32,G2,elat,Wild,E1,Fix-,LN,50%,B1,P24,0.215120574,,0.1644,2/1/2023,n,0.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS027,1,Single,2216,Red,2216,0,0.888910165,PS027_Red_1,G14,elat,Wild,E1,Mix1,LN,50%,B1,P27,0.085764964,,0.2997,2/1/2023,y,0.0,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS027,50,Single,4680,Green,0,4680,0.716521841,PS027_Green_50,G14,elat,Wild,E1,Mix1,LN,50%,B1,P27,0.085764964,,0.2997,2/1/2023,y,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS029,1,Single,2309,Red,2309,0,0.867821692,PS029_Red_1,G6,sat,Domesticated,S1,Fix-,LN,50%,B1,P29,0.230664145,,0.3941,2/1/2023,n,0.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS029,37,Single,2743,Green,0,2743,0.763693258,PS029_Green_37,G6,sat,Domesticated,S1,Fix-,LN,50%,B1,P29,0.230664145,,0.3941,2/1/2023,n,0.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS032,1,Single,1289,Red,1289,0,0.742697763,PS032_Red_1,G14,elat,Wild,E1,Mix1,LN,NS,B1,P32,0.212182135,,0.1982,10/28/2022,n,0.0,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS032,35,Single,5605,Green,0,5605,0.673361208,PS032_Green_35,G14,elat,Wild,E1,Mix1,LN,NS,B1,P32,0.212182135,,0.1982,10/28/2022,n,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS033,1,Single,3445,Red,3445,0,0.731707837,PS033_Red_1,G17,sat,Domesticated,S1,Mix1,HN,NS,B1,P33,0.471617727,,1.011,10/28/2022,y,1.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS033,24,Single,6835,Green,0,6835,0.805547995,PS033_Green_24,G17,sat,Domesticated,S1,Mix1,HN,NS,B1,P33,0.471617727,,1.011,10/28/2022,y,1.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS034,1,Single,3772,Red,3772,0,0.742324224,PS034_Red_1,G7,elat,Wild,E1,Fix+,HN,NS,B1,P34,0.517484841,,0.3575,10/28/2022,n,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS034,17,Single,2084,Green,0,2084,0.555957642,PS034_Green_17,G7,elat,Wild,E1,Fix+,HN,NS,B1,P34,0.517484841,,0.3575,10/28/2022,n,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS038,1,Single,3666,Red,3666,0,0.783709489,PS038_Red_1,G19,elat,Wild,E1,Mix2,HN,NS,B1,P38,0.943210659,,0.3861,10/28/2022,n,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS038,52,Single,1364,Green,0,1364,0.866943408,PS038_Green_52,G19,elat,Wild,E1,Mix2,HN,NS,B1,P38,0.943210659,,0.3861,10/28/2022,n,0.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS039,2,Single,1716,Red,1716,0,0.84058891,PS039_Red_2,G24,sat,Domesticated,S1,Mix2,LN,NS,B1,P39,0.487032148,,0.7814,10/28/2022,y,1.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS039,29,Single,357,Green,0,357,0.679484674,PS039_Green_29,G24,sat,Domesticated,S1,Mix2,LN,NS,B1,P39,0.487032148,,0.7814,10/28/2022,y,1.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS042,1,Single,2971,Red,2971,0,0.736849963,PS042_Red_1,G8,elat,Wild,E1,Fix+,LN,NS,B1,P42,0.896448232,,0.1379,10/28/2022,n,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS042,14,Single,2278,Green,0,2278,0.508014767,PS042_Green_14,G8,elat,Wild,E1,Fix+,LN,NS,B1,P42,0.896448232,,0.1379,10/28/2022,n,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS043,1,Single,369,Red,369,0,0.869852148,PS043_Red_1,G18,sat,Domesticated,S1,Mix1,LN,NS,B1,P43,0.050153843,,0.5634,10/28/2022,n,0.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS043,20,Single,601,Green,0,601,0.636700742,PS043_Green_20,G18,sat,Domesticated,S1,Mix1,LN,NS,B1,P43,0.050153843,,0.5634,10/28/2022,n,0.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS044,1,Single,1524,Red,1524,0,0.480792398,PS044_Red_1,G6,sat,Domesticated,S1,Fix-,LN,NS,B1,P44,0.85861717,,0.5046,10/28/2022,n,0.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS044,62,Single,2381,Green,0,2381,0.868767318,PS044_Green_62,G6,sat,Domesticated,S1,Fix-,LN,NS,B1,P44,0.85861717,,0.5046,10/28/2022,n,0.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS045,2,Single,1853,Red,1853,0,0.761622968,PS045_Red_2,G12,sat,Domesticated,S1,Fix+,LN,NS,B1,P45,0.208414293,,1.0239,10/28/2022,y,1.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS045,50,Single,585,Green,0,585,0.774952067,PS045_Green_50,G12,sat,Domesticated,S1,Fix+,LN,NS,B1,P45,0.208414293,,1.0239,10/28/2022,y,1.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS046,1,Single,1663,Red,1663,0,0.705849158,PS046_Red_1,G20,elat,Wild,E1,Mix2,LN,NS,B1,P46,0.959034216,,0.5272,10/28/2022,y,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS046,21,Single,1343,Green,0,1343,0.899789156,PS046_Green_21,G20,elat,Wild,E1,Mix2,LN,NS,B1,P46,0.959034216,,0.5272,10/28/2022,y,0.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS048,1,Single,1993,Red,1993,0,0.804775755,PS048_Red_1,G5,sat,Domesticated,S1,Fix-,HN,NS,B1,P48,0.239575927,,0.8933,10/28/2022,y,1.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS048,70,Single,3195,Green,0,3195,0.61028352,PS048_Green_70,G5,sat,Domesticated,S1,Fix-,HN,NS,B1,P48,0.239575927,,0.8933,10/28/2022,y,1.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS049,1,Single,2810,Red,2810,0,0.880069037,PS049_Red_1,G2,elat,Wild,E1,Fix-,LN,NS,B1,P49,0.951588097,,0.2507,10/28/2022,n,0.0,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS049,65,Single,3410,Green,0,3410,0.779580252,PS049_Green_65,G2,elat,Wild,E1,Fix-,LN,NS,B1,P49,0.951588097,,0.2507,10/28/2022,n,0.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS055,1,Single,997,Red,997,0,0.846749565,PS055_Red_1,G13,elat,Wild,E1,Mix1,HN,NS,B1,P55,0.696413033,,0.436,10/28/2022,n,,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS055,22,Single,978,Green,0,978,0.714015761,PS055_Green_22,G13,elat,Wild,E1,Mix1,HN,NS,B1,P55,0.696413033,,0.436,10/28/2022,n,,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS056,1,Single,921,Red,921,0,0.837731283,PS056_Red_1,G23,sat,Domesticated,S1,Mix2,HN,NS,B1,P56,0.579176476,,0.8204,10/28/2022,n,1.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS056,16,Single,544,Green,0,544,0.892930641,PS056_Green_16,G23,sat,Domesticated,S1,Mix2,HN,NS,B1,P56,0.579176476,,0.8204,10/28/2022,n,1.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS057,1,Single,1199,Red,1199,0,0.897898531,PS057_Red_1,G1,elat,Wild,E1,Fix-,HN,NS,B1,P57,0.683596175,,0.3096,10/28/2022,n,0.0,0,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS057,76,Single,774,Green,0,774,0.893648086,PS057_Green_76,G1,elat,Wild,E1,Fix-,HN,NS,B1,P57,0.683596175,,0.3096,10/28/2022,n,0.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS059,2,Single,2531,Red,2531,0,0.743026583,PS059_Red_2,G11,sat,Domesticated,S1,Fix+,HN,NS,B1,P59,0.065581073,,0.7842,10/28/2022,y,1.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS059,28,Single,667,Green,0,667,0.76801345,PS059_Green_28,G11,sat,Domesticated,S1,Fix+,HN,NS,B1,P59,0.065581073,,0.7842,10/28/2022,y,1.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS062,1,Single,2682,Red,2682,0,0.757771661,PS062_Red_1,G6,sat,Domesticated,S2,Fix-,LN,50%,B2,P2,0.752469138,,0.5016,12/16/2022,n,1.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS062,44,Single,1273,Green,0,1273,0.598560128,PS062_Green_44,G6,sat,Domesticated,S2,Fix-,LN,50%,B2,P2,0.752469138,,0.5016,12/16/2022,n,1.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS065,1,Single,1857,Red,1857,0,0.882523632,PS065_Red_1,G17,sat,Domesticated,S2,Mix1,HN,50%,B2,P5,0.97223719,,0.6269,12/16/2022,y,1.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS065,35,Single,1333,Green,0,1333,0.893089311,PS065_Green_35,G17,sat,Domesticated,S2,Mix1,HN,50%,B2,P5,0.97223719,,0.6269,12/16/2022,y,1.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS067,1,Single,766,Red,766,0,0.890258205,PS067_Red_1,G11,sat,Domesticated,S2,Fix+,HN,50%,B2,P7,0.433676411,,0.6958,12/16/2022,y,0.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS067,16,Single,381,Green,0,381,0.904139472,PS067_Green_16,G11,sat,Domesticated,S2,Fix+,HN,50%,B2,P7,0.433676411,,0.6958,12/16/2022,y,0.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS068,1,Single,24264,Green,0,24264,0.333632494,PS068_Green_1,G1,elat,Wild,E2,Fix-,HN,50%,B2,P8,0.789096035,,0.4581,12/16/2022,y,0.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS074,1,Single,1792,Red,1792,0,0.559882525,PS074_Red_1,G24,sat,Domesticated,S2,Mix2,LN,50%,B2,P14,0.258179228,,0.5367,1/27/2023,n,1.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS075,1,Single,5209,Red,5209,0,0.653316068,PS075_Red_1,G22,ful,Wild,F2,Mix2,LN,50%,B2,P15,0.691038264,,0.1888,1/27/2023,n,1.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS078,1,Single,1395,Red,1395,0,0.847962342,PS078_Red_1,G18,sat,Domesticated,S2,Mix1,LN,50%,B2,P18,0.279713656,,0.5064,1/27/2023,y,1.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS078,4,Single,777,Green,0,777,0.469675766,PS078_Green_4,G18,sat,Domesticated,S2,Mix1,LN,50%,B2,P18,0.279713656,,0.5064,1/27/2023,y,1.0,1,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,MixOne,Mixed
PS079,1,Single,360,Red,360,0,0.8070418,PS079_Red_1,G5,sat,Domesticated,S2,Fix-,HN,50%,B2,P19,0.09855274,,0.7213,1/27/2023,y,0.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS079,15,Single,512,Green,0,512,0.885200802,PS079_Green_15,G5,sat,Domesticated,S2,Fix-,HN,50%,B2,P19,0.09855274,,0.7213,1/27/2023,y,0.0,1,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS082,1,Single,342,Red,342,0,0.915195018,PS082_Red_1,G12,sat,Domesticated,S2,Fix+,LN,50%,B2,P22,0.395278795,,0.6933,1/27/2023,n,0.0,2,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS082,14,Single,1146,Green,0,1146,0.880590381,PS082_Green_14,G12,sat,Domesticated,S2,Fix+,LN,50%,B2,P22,0.395278795,,0.6933,1/27/2023,n,0.0,2,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS084,1,Single,1342,Red,1342,0,0.872160689,PS084_Red_1,G9,ful,Wild,F2,Fix+,HN,50%,B2,P24,0.122051675,,0.2966,1/27/2023,n,0.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS085,1,Single,329,Red,329,0,0.440203452,PS085_Red_1,G10,ful,Wild,F2,Fix+,LN,50%,B2,P25,0.194579563,,0.1506,1/27/2023,n,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS085,3,Single,8112,Green,0,8112,0.660146151,PS085_Green_3,G10,ful,Wild,F2,Fix+,LN,50%,B2,P25,0.194579563,,0.1506,1/27/2023,n,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS087,1,Single,5071,Red,5071,0,0.505019106,PS087_Red_1,G7,elat,Wild,E2,Fix+,HN,50%,B2,P27,0.86175145,,0.4199,1/27/2023,n,0.0,1,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS088,1,Single,8032,Red,8032,0,0.410246793,PS088_Red_1,G15,ful,Wild,F2,Mix1,HN,50%,B2,P28,0.825906055,No mixed nods,0.3377,1/27/2023,n,1.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,MixOne,Mixed
PS089,1,Single,1111,Red,1111,0,0.877651926,PS089_Red_1,G23,sat,Domesticated,S2,Mix2,HN,50%,B2,P29,0.417548775,,0.5192,1/17/2023,n,2.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,MixTwo,Mixed
PS089,22,Single,1049,Green,0,1049,0.920948559,PS089_Green_22,G23,sat,Domesticated,S2,Mix2,HN,50%,B2,P29,0.417548775,,0.5192,1/17/2023,n,2.0,0,1.0,,100.0,0.0,Fix-,FixMinus,0.0,100.0,MixTwo,Mixed
PS090,1,Single,5791,Red,5791,0,0.676875339,PS090_Red_1,G2,elat,Wild,E2,Fix-,LN,50%,B2,P30,0.503689177,,0.2438,1/13/2023,y,0.0,1,1.0,,0.0,100.0,Fix-,FixMinus,0.0,100.0,FixMinus,Fix-
PS093,1,Single,5673,Red,5673,0,0.805125079,PS093_Red_1,G10,ful,Wild,F2,Fix+,LN,NS,B2,P33,0.235020852,,0.1481,1/9/2023,n,0.0,0,1.0,,0.0,100.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
PS093,3,Single,4037,Green,0,4037,0.750989512,PS093_Green_3,G10,ful,Wild,F2,Fix+,LN,NS,B2,P33,0.235020852,,0.1481,1/9/2023,n,0.0,0,1.0,,100.0,0.0,Fix+,FixPlus,100.0,0.0,FixPlus,Fix+
